"module name","license","repository"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@2.1.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"blob-util@2.0.2","Apache-2.0","https://github.com/nolanlawson/blob-util"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap@5.1.3","MIT","https://github.com/twbs/bootstrap"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browser-process-hrtime@1.0.0","BSD-2-Clause","https://github.com/kumavis/browser-process-hrtime"
"browserslist@4.17.5","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-json@2.0.0","MIT","https://github.com/jprichardson/buffer-json"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cache-loader@4.1.0","MIT","https://github.com/webpack-contrib/cache-loader"
"cachedir@2.3.0","MIT","https://github.com/LinusU/node-cachedir"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.2.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001271","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit"
"case-sensitive-paths-webpack-plugin@2.3.0","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"check-more-types@2.24.0","MIT","https://github.com/kensho/check-more-types"
"chokidar@3.5.2","MIT","https://github.com/paulmillr/chokidar"
"chrome-trace-event@1.0.2","MIT","github.com:samccone/chrome-trace-event"
"ci-info@1.6.0","MIT","https://github.com/watson/ci-info"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"ci-info@3.2.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@0.6.0","MIT","https://github.com/guybedford/cjs-module-lexer"
"cjs-module-lexer@1.2.2","MIT","https://github.com/guybedford/cjs-module-lexer"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-css@5.2.2","MIT","https://github.com/clean-css/clean-css"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-highlight@2.1.11","ISC","https://github.com/felixfbecker/cli-highlight"
"cli-spinners@2.6.1","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-table3@0.6.0","MIT","https://github.com/cli-table/cli-table3"
"cli-truncate@2.1.0","MIT","https://github.com/sindresorhus/cli-truncate"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width"
"clipboardy@2.3.0","MIT","https://github.com/sindresorhus/clipboardy"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.1","MIT","https://github.com/SimenB/collect-v8-coverage"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"colord@2.9.1","MIT","https://github.com/omgovich/colord"
"colorette@1.4.0","MIT","https://github.com/jorgebucaran/colorette"
"colorette@2.0.16","MIT","https://github.com/jorgebucaran/colorette"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@5.1.0","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.2.0","MIT","https://github.com/tj/commander.js"
"commander@8.3.0","MIT","https://github.com/tj/commander.js"
"common-tags@1.8.0","MIT","https://github.com/declandewet/common-tags"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"condense-newlines@0.2.1","MIT","https://github.com/jonschlinkert/condense-newlines"
"config-chain@1.1.12","MIT","https://github.com/dominictarr/config-chain"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"consolidate@0.15.1","MIT","https://github.com/tj/consolidate.js"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"copy-webpack-plugin@9.0.1","MIT","https://github.com/webpack-contrib/copy-webpack-plugin"
"core-js-compat@3.19.0","MIT","https://github.com/zloirock/core-js"
"core-js@3.19.0","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@6.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@7.0.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-color-names@1.0.1","MIT","https://github.com/bahamas10/css-color-names"
"css-declaration-sorter@6.1.3","ISC","https://github.com/Siilwyn/css-declaration-sorter"
"css-loader@5.2.7","MIT","https://github.com/webpack-contrib/css-loader"
"css-minimizer-webpack-plugin@3.1.1","MIT","https://github.com/webpack-contrib/css-minimizer-webpack-plugin"
"css-select@4.1.3","BSD-2-Clause","https://github.com/fb55/css-select"
"css-tree@1.1.3","MIT","https://github.com/csstree/csstree"
"css-what@5.1.0","BSD-2-Clause","https://github.com/fb55/css-what"
"css@2.2.4","MIT","https://github.com/reworkcss/css"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@5.1.4","MIT","https://github.com/cssnano/cssnano"
"cssnano-utils@2.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano@5.0.8","MIT","https://github.com/cssnano/cssnano"
"csso@4.2.0","MIT","https://github.com/css/csso"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.4.4","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@2.6.18","MIT","https://github.com/frenic/csstype"
"cypress@8.7.0","MIT","https://github.com/cypress-io/cypress"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-urls@2.0.0","MIT","https://github.com/jsdom/data-urls"
"dayjs@1.10.7","MIT","https://github.com/iamkun/dayjs"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.6","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.2","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js@10.3.1","MIT","https://github.com/MikeMcl/decimal.js"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"dedent@0.7.0","MIT","https://github.com/dmnd/dedent"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@1.5.2","MIT","https://github.com/KyleAMathews/deepmerge"
"deepmerge@4.2.2","MIT","https://github.com/TehShrike/deepmerge"
"default-gateway@6.0.3","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.3","MIT","https://github.com/tmpvar/defaults"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"del@6.0.0","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node@2.1.0","MIT","https://github.com/iliakan/detect-node"
"diff-sequences@26.6.2","MIT","https://github.com/facebook/jest"
"diff-sequences@27.0.6","MIT","https://github.com/facebook/jest"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.4","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.2.0","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serializer@1.3.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@2.2.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domexception@2.0.1","MIT","https://github.com/jsdom/domexception"
"domhandler@4.2.2","BSD-2-Clause","https://github.com/fb55/domhandler"
"domutils@2.8.0","BSD-2-Clause","https://github.com/fb55/domutils"
"dot-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"dotenv-expand@5.1.0","BSD-2-Clause",""
"dotenv@10.0.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexer@0.1.2","MIT","https://github.com/Raynos/duplexer"
"easy-stack@1.0.1","MIT","https://github.com/RIAEvangelist/easy-stack"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"editorconfig@0.15.3","MIT","https://github.com/editorconfig/editorconfig-core-js"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.3.879","ISC","https://github.com/kilian/electron-to-chromium"
"emittery@0.7.2","MIT","https://github.com/sindresorhus/emittery"
"emittery@0.8.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@4.5.0","MIT","https://github.com/webpack/enhanced-resolve"
"enhanced-resolve@5.8.3","MIT","https://github.com/webpack/enhanced-resolve"
"enquirer@2.3.6","MIT","https://github.com/enquirer/enquirer"
"entities@2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@2.0.6","MIT","https://github.com/stacktracejs/error-stack-parser"
"es-module-lexer@0.9.3","MIT","https://github.com/guybedford/es-module-lexer"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@2.0.0","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-config-prettier@6.12.0","MIT","https://github.com/prettier/eslint-config-prettier"
"eslint-plugin-cypress@2.12.1","MIT","https://github.com/cypress-io/eslint-plugin-cypress"
"eslint-plugin-prettier@3.4.1","MIT","https://github.com/prettier/eslint-plugin-prettier"
"eslint-plugin-vue@7.20.0","MIT","https://github.com/vuejs/eslint-plugin-vue"
"eslint-scope@5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@6.0.0","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-utils@2.1.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-utils@3.0.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-visitor-keys@1.3.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@2.1.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@3.0.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-webpack-plugin@2.4.3","MIT","https://github.com/webpack-contrib/eslint-webpack-plugin"
"eslint@8.1.0","MIT","https://github.com/eslint/eslint"
"espree@6.2.1","BSD-2-Clause","https://github.com/eslint/espree"
"espree@9.0.0","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.4.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-pubsub@4.3.0","Unlicense","https://github.com/RIAEvangelist/event-pubsub"
"eventemitter2@6.4.5","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"exec-sh@0.3.4","MIT","https://github.com/tsertkov/exec-sh"
"execa@0.8.0","MIT","https://github.com/sindresorhus/execa"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"execa@4.1.0","MIT","https://github.com/sindresorhus/execa"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"executable@4.1.1","MIT","https://github.com/kevva/executable"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expect@26.6.2","MIT","https://github.com/facebook/jest"
"expect@27.3.1","MIT","https://github.com/facebook/jest"
"express@4.17.1","MIT","https://github.com/expressjs/express"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@3.1.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extract-from-css@0.4.4","MIT","https://github.com/rubennorte/extract-from-css"
"extract-zip@2.0.1","BSD-2-Clause","https://github.com/maxogden/extract-zip"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-diff@1.2.0","Apache-2.0","https://github.com/jhchen/fast-diff"
"fast-glob@3.2.7","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.13.0","ISC","https://github.com/mcollina/fastq"
"faye-websocket@0.11.4","Apache-2.0","https://github.com/faye/faye-websocket-node"
"fb-watchman@2.0.1","Apache-2.0","https://github.com/facebook/watchman"
"fd-slicer@1.1.0","MIT","https://github.com/andrewrk/node-fd-slicer"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"figures@3.2.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"file-loader@6.2.0","MIT","https://github.com/webpack-contrib/file-loader"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@3.0.4","MIT","https://github.com/royriojas/flat-cache"
"flatted@3.2.2","ISC","https://github.com/WebReflection/flatted"
"follow-redirects@1.14.4","MIT","https://github.com/follow-redirects/follow-redirects"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"fork-ts-checker-webpack-plugin@6.4.0","MIT","https://github.com/TypeStrong/fork-ts-checker-webpack-plugin"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"form-data@3.0.1","MIT","https://github.com/form-data/form-data"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fraction.js@4.1.1","MIT","https://github.com/infusion/Fraction.js"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"frontend-meta-workshop-2@0.3.0","UNLICENSED",""
"fs-extra@9.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-monkey@1.0.3","Unlicense","https://github.com/streamich/fs-monkey"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.2","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.1.1","MIT","https://github.com/ljharb/get-intrinsic"
"get-own-enumerable-property-symbols@3.0.2","ISC","https://github.com/mightyiam/get-own-enumerable-property-symbols"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-stdin@6.0.0","MIT","https://github.com/sindresorhus/get-stdin"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@5.2.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getos@3.2.1","MIT","https://github.com/retrohacker/getos"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-to-regexp@0.4.1","BSD-2-Clause","https://github.com/fitzgen/glob-to-regexp"
"glob@7.2.0","ISC","https://github.com/isaacs/node-glob"
"global-dirs@3.0.0","MIT","https://github.com/sindresorhus/global-dirs"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@13.11.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.0.4","MIT","https://github.com/sindresorhus/globby"
"graceful-fs@4.2.8","ISC","https://github.com/isaacs/node-graceful-fs"
"growly@1.3.0","MIT","https://github.com/theabraham/growly"
"gzip-size@6.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"handle-thing@2.0.1","MIT","https://github.com/indutny/handle-thing"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.5","MIT","https://github.com/ahmadnassri/node-har-validator"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols@1.0.2","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.0","MIT","https://github.com/inspect-js/has-tostringtag"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hash-sum@1.0.2","MIT","https://github.com/bevacqua/hash-sum"
"hash-sum@2.0.0","MIT","https://github.com/bevacqua/hash-sum"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"highlight.js@10.7.3","BSD-3-Clause","https://github.com/highlightjs/highlight.js"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js"
"html-encoding-sniffer@2.0.1","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-entities@2.3.2","MIT","https://github.com/mdevils/html-entities"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"html-minifier-terser@6.0.2","MIT","https://github.com/terser/html-minifier-terser"
"html-tags@2.0.0","MIT","https://github.com/sindresorhus/html-tags"
"html-tags@3.1.0","MIT","https://github.com/sindresorhus/html-tags"
"html-webpack-plugin@5.5.0","MIT","https://github.com/jantimon/html-webpack-plugin"
"htmlparser2@6.1.0","MIT","https://github.com/fb55/htmlparser2"
"http-deceiver@1.2.7","MIT","https://github.com/indutny/http-deceiver"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors"
"http-errors@1.7.2","MIT","https://github.com/jshttp/http-errors"
"http-parser-js@0.5.3","MIT","https://github.com/creationix/http-parser-js"
"http-proxy-agent@4.0.1","MIT","https://github.com/TooTallNate/node-http-proxy-agent"
"http-proxy-middleware@2.0.1","MIT","https://github.com/chimurai/http-proxy-middleware"
"http-proxy@1.18.1","MIT","https://github.com/http-party/node-http-proxy"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"https-proxy-agent@5.0.0","MIT","https://github.com/TooTallNate/node-https-proxy-agent"
"human-signals@1.1.1","Apache-2.0","https://github.com/ehmicky/human-signals"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-utils@5.1.0","ISC","https://github.com/css-modules/icss-utils"
"ieee754@1.2.1","BSD-3-Clause","https://github.com/feross/ieee754"
"ignore@4.0.6","MIT","https://github.com/kaelzhang/node-ignore"
"ignore@5.1.8","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.2.1","MIT","https://github.com/sindresorhus/import-fresh"
"import-local@3.0.3","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indent-string@4.0.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.8","ISC","https://github.com/isaacs/ini"
"ini@2.0.0","ISC","https://github.com/isaacs/ini"
"inquirer@8.2.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"internal-ip@6.2.0","MIT","https://github.com/sindresorhus/internal-ip"
"ip-regex@4.3.0","MIT","https://github.com/sindresorhus/ip-regex"
"ip@1.1.5","MIT","https://github.com/indutny/node-ip"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"ipaddr.js@2.0.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-absolute-url@3.0.3","MIT","https://github.com/sindresorhus/is-absolute-url"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-arguments@1.1.1","MIT","https://github.com/inspect-js/is-arguments"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-ci@1.2.1","MIT","https://github.com/watson/is-ci"
"is-ci@2.0.0","MIT","https://github.com/watson/is-ci"
"is-ci@3.0.0","MIT","https://github.com/watson/is-ci"
"is-core-module@2.8.0","MIT","https://github.com/inspect-js/is-core-module"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-date-object@1.0.5","MIT","https://github.com/inspect-js/is-date-object"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-docker@2.1.1","MIT","https://github.com/sindresorhus/is-docker"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-file-esm@1.0.0","MIT","https://github.com/davidmarkclements/is-file-esm"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-installed-globally@0.4.0","MIT","https://github.com/sindresorhus/is-installed-globally"
"is-interactive@1.0.0","MIT","https://github.com/sindresorhus/is-interactive"
"is-ip@3.1.0","MIT","https://github.com/sindresorhus/is-ip"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number"
